SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL
O=C(Nc1cccnc1)Nc1ccccc1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-37f1d6fa-1,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.4440000000001,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccccc1)Nc1ccc(C(=O)NCCc2c[nH]c3ccc(F)cc23)nc1,MAK-UNK-37f1d6fa-2,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.4440000000001,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccccc1)Nc1cncc(C(=O)NCCc2c[nH]c3ccc(F)cc23)c1,MAK-UNK-37f1d6fa-3,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.44400000000013,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccccc1)Nc1cnccc1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-37f1d6fa-4,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.44400000000013,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Nc1ccccc1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-37f1d6fa-5,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.4440000000001,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Nc1cccc(C(=O)NCCc2c[nH]c3ccc(F)cc23)c1,MAK-UNK-37f1d6fa-6,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.44400000000013,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccc(C(=O)NCCc2c[nH]c3ccc(F)cc23)cc1)Nc1cccnc1,MAK-UNK-37f1d6fa-7,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.4440000000001,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Nc1ccccc1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-37f1d6fa-8,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.4440000000001,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Nc1cccc(C(=O)NCCc2c[nH]c3ccc(F)cc23)c1,MAK-UNK-37f1d6fa-9,Maksym Voznyy,"by eye, X_0434 bonded to X_0104","x0104,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-37f1d6fa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,417.44400000000013,4.318500000000002,4,3,98.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
COC1CCCC(Oc2cccc(CN3CCN(C(=O)CCl)CC3)c2)C1,MAK-UNK-3c359d2a-1,Maksym Voznyy,SeeSAR Inspirator,"x0104,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-3c359d2a,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,380.91600000000017,2.906000000000001,0,4,42.01000000000001,0,"alpha_halo_carbonyl, primary_halide_sulfate",alkyl halide,PASS,"Filter4_alpha_halo_carbonyl, Filter26_alkyl_halide","alkyl halide, alpha halo carbonyl",alkyl halide,PASS,"alkyl_halides, reactive_carbonyls"
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-4c6b313a-1,Maksym Voznyy,X_0689 with a shifted S atom,x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-4c6b313a,Z2068569549,False,False,s_40____79524____10118994,False,False,False,True,False,False,False,False,False,False,False,False,False,274.3670000000001,0.6009,0,4,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
CNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-1,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,278.315,1.82918,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cnc(NCCl)c(Cc2ccc3c(c2)C(=O)NC3)c1,MAK-UNK-516d8086-10,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,312.76,2.3956800000000005,2,4,77.81,0,"alpha_halo_amine, alpha_halo_heteroatom, primary_halide_sulfate",alkyl halide,PASS,Filter52_NC_haloamine,"alkyl halide, N-C-Hal or cyano methyl",alkyl halide,PASS,alkyl_halides
N#Cc1cnc(NCF)c(Cc2ccc3c(c2)C(=O)NC3)c1,MAK-UNK-516d8086-11,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,296.305,2.12638,2,4,77.81,0,"alpha_halo_amine, alpha_halo_heteroatom",PASS,PASS,Filter52_NC_haloamine,N-C-Hal or cyano methyl,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-12,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,292.3420000000001,2.2192800000000004,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)[N+]C2,MAK-UNK-516d8086-13,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.33400000000006,2.23408,1,4,79.88,0,PASS,PASS,PASS,PASS,PASS,benzylic quaternary nitrogen,PASS,benzylic_quaternary_nitrogen
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-14,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,292.3420000000001,2.2192800000000004,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-15,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,292.3420000000001,2.2192800000000004,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-16,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,290.366,3.3449800000000023,1,2,52.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#[N+2])cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-17,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,292.3420000000001,2.492900000000001,2,4,76.32,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Nc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-18,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.3300000000001,2.3720800000000004,3,5,89.84,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(n1)C(=O)NC2,MAK-UNK-516d8086-19,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.3300000000001,1.61428,2,5,90.7,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cnc(N)c(Cc2ccc3c(c2)C(=O)NC3)c1,MAK-UNK-516d8086-2,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,264.288,1.36968,2,4,91.8,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1cc2c(cn1)CNC2=O,MAK-UNK-516d8086-20,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.33,1.61428,2,5,90.7,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1cnc2c(c1)C(=O)NC2,MAK-UNK-516d8086-21,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.3300000000001,1.6142799999999995,2,5,90.7,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1nnc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-22,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.3300000000001,1.61428,2,5,90.7,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)nc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-23,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,293.33,1.61428,2,5,90.7,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1nnc(C#N)nc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-24,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,294.3180000000001,1.00928,2,6,103.59,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1CCc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-25,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,306.369,2.4136800000000003,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516d8086-26,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,289.3780000000001,4.2304800000000045,0,2,40.86,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516d8086-27,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,3.1047800000000016,1,4,65.78,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
CCCc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-28,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,2.739980000000001,1,3,65.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-29,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,2.824280000000001,2,3,64.92,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-3,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,292.3420000000001,2.2192800000000004,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-30,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,290.366,3.3449800000000023,1,2,52.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516d8086-31,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,290.3660000000001,3.709780000000003,1,3,52.89,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
CCCc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516d8086-32,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,290.3660000000001,3.625480000000003,0,3,53.75,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
CCNc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-4,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,2.824280000000001,2,3,64.92,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516d8086-5,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,3.1047800000000016,1,4,65.78,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
CCNC1=C(Cc2ccc3c(c2)C(=O)NC3)C=C(C#N)CN1,MAK-UNK-516d8086-6,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,294.358,1.34678,3,4,76.95,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1-c1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-7,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,278.315,2.2954800000000004,2,4,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCc1ncc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516d8086-8,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,291.3540000000001,2.739980000000001,1,3,65.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=S)NC2,MAK-UNK-516d8086-9,Maksym Voznyy,"by eye, inspired by GAB-REV-df6-19 (top active-covalent)",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-516d8086,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,308.41,2.7545800000000007,2,4,60.74,0,PASS,Thiocarbonyl group,PASS,PASS,PASS,PASS,PASS,Thiocarbonyl_group
N#Cc1ccc(NCNCCOC2CNCC2NC(=O)Nc2cccnc2)nc1,MAK-UNK-51bb34f9-1,Maksym Voznyy,"SeeSAR Inspirator, docking","x0305,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-51bb34f9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,396.455,0.4859800000000009,5,8,136.02,0,non_ring_CH2O_acetal,"Aliphatic long chain, het-C-het not in ring",PASS,PASS,acyclic N-C-N,"Long aliphatic chain, Unbranched chain",PASS,geminal_amines
CCNc1cc(NC(=O)C(C)NC(=O)Nc2cccnc2)c(C#N)cn1,MAK-UNK-51bb34f9-2,Maksym Voznyy,"SeeSAR Inspirator, docking","x0305,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-51bb34f9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,353.38600000000014,1.92878,4,6,131.82999999999998,0,PASS,PASS,PASS,PASS,PASS,Dipeptide,PASS,PASS
CCNc1cc(NC(=O)CNC(=O)Nc2cccnc2)c(C#N)cn1,MAK-UNK-51bb34f9-3,Maksym Voznyy,"SeeSAR Inspirator, docking","x0305,x0434",https://covid.postera.ai/covid/submissions/MAK-UNK-51bb34f9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,339.3590000000001,1.5402799999999996,4,6,131.82999999999998,0,PASS,PASS,PASS,PASS,PASS,Dipeptide,PASS,PASS
CCCNC(=O)CCOc1ccc(C)cc1,MAK-UNK-5e88aa6a-1,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,Z33029230,False,False,s_22____58027____59338,False,False,False,False,False,False,False,False,False,False,False,False,False,221.3,2.29012,1,2,38.33,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS
NS(=O)(=O)CSCCc1cscc1CN1CCC(O)CC1,MAK-UNK-5e88aa6a-10,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,350.5310000000002,1.2265000000000004,2,6,83.63000000000002,0,PASS,Aliphatic long chain,PASS,PASS,PASS,PASS,PASS,Dithiomethylene_acetal
CCCC(O)N1CCC(O)CC1,MAK-UNK-5e88aa6a-11,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,173.25599999999997,0.5616,2,3,43.7,0,non_ring_acetal,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(C)=CCN1CCC(O)CC1,MAK-UNK-5e88aa6a-12,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,s_2230____679016____681184,False,False,False,False,False,False,False,False,False,False,False,False,False,169.268,1.4093,1,2,23.47,0,PASS,isolated alkene,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cnc(-c2ccsc2)nc1,MAK-UNK-5e88aa6a-13,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,176.24400000000003,2.5135200000000006,0,3,25.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccc(-c2ccsc2)cn1,MAK-UNK-5e88aa6a-14,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,s_271570____9007614____11652296,False,False,s_271570____9007614____11652296,False,False,False,False,False,False,False,False,False,False,False,False,False,175.25599999999997,3.118520000000002,0,2,12.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccc(-c2ccsc2)nc1,MAK-UNK-5e88aa6a-15,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,s_271570____9007614____13455692,False,False,False,False,False,False,False,False,False,False,False,False,False,175.25599999999997,3.118520000000002,0,2,12.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCC1CCC(Oc2ccc(C)cc2)CC1,MAK-UNK-5e88aa6a-2,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,232.367,4.732720000000004,0,1,9.23,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC1OC(n2cc(N)c(N)nc2=O)C(OCN2CCC(O)CC2)C1O,MAK-UNK-5e88aa6a-3,Maksym Voznyy,"SeeSAR Inspirator, X_0195, X_0387, X_0354","x0195,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-5e88aa6a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,355.39500000000015,-1.514699999999998,4,10,149.08999999999997,1,non_ring_CH2O_acetal,PASS,PASS,Filter82_pyridinium,aniline,PASS,PASS,PASS
